,team,opponent,made,x,y,num,player,points,shot_type,date,venue,made_points
291,DLSU,FEU,0,35,67,18,F. Serrano,3,jump shot,2018.09.09,MOA,0
292,DLSU,FEU,0,34,5,11,A. Melecio,2,jump shot,2018.09.09,MOA,0
293,DLSU,FEU,1,0,47,25,L. Santillian,2,jump shot,2018.09.09,MOA,2
294,DLSU,FEU,0,31,76,15,K. Montalbo,3,jump shot,2018.09.09,MOA,0
295,DLSU,FEU,1,32,68,25,L. Santillian,3,jump shot,2018.09.09,MOA,3
296,DLSU,FEU,0,-37,0,11,A. Melecio,2,jump shot,2018.09.09,MOA,0
297,DLSU,FEU,0,-4,29,25,L. Santillian,2,jump shot,2018.09.09,MOA,0
298,DLSU,FEU,0,-41,60,11,A. Melecio,3,jump shot,2018.09.09,MOA,0
299,DLSU,FEU,0,19,37,30,A. Caracut,2,jump shot,2018.09.09,MOA,0
300,DLSU,FEU,1,6,5,11,A. Melecio,2,lay up,2018.09.09,MOA,2
301,DLSU,FEU,0,-49,58,25,L. Santillian,3,jump shot,2018.09.09,MOA,0
302,DLSU,FEU,0,-58,50,11,A. Melecio,3,jump shot,2018.09.09,MOA,0
303,DLSU,FEU,1,70,-2,11,A. Melecio,3,jump shot,2018.09.09,MOA,3
304,DLSU,FEU,0,61,90,15,K. Montalbo,3,jump shot,2018.09.09,MOA,0
305,ADMU,ADU,1,-44,59,12,M. Nieto,3,jump shot,2018.09.09,MOA,3
306,ADMU,ADU,0,38,68,0,T. Ravena,3,jump shot,2018.09.09,MOA,0
307,ADMU,ADU,0,65,34,4,A. Asistio,3,jump shot,2018.09.09,MOA,0
308,ADMU,ADU,0,-3,76,34,A. Kouame,3,jump shot,2018.09.09,MOA,0
309,ADMU,ADU,1,5,10,12,M. Nieto,2,jump shot,2018.09.09,MOA,2
310,ADMU,ADU,0,-48,56,12,M. Nieto,3,jump shot,2018.09.09,MOA,0
311,ADMU,ADU,0,-2,12,34,A. Kouame,2,jump shot,2018.09.09,MOA,0
312,ADMU,ADU,0,-6,4,34,A. Kouame,2,jump shot,2018.09.09,MOA,0
313,ADMU,ADU,0,-32,9,4,A. Asistio,2,jump shot,2018.09.09,MOA,0
314,ADMU,ADU,1,63,38,11,I. Go,3,jump shot,2018.09.09,MOA,3
315,ADMU,ADU,1,54,49,4,A. Asistio,3,jump shot,2018.09.09,MOA,3
316,ADMU,ADU,0,62,40,4,A. Asistio,3,jump shot,2018.09.09,MOA,0
317,ADMU,ADU,1,-41,64,0,T. Ravena,3,jump shot,2018.09.09,MOA,3
318,ADMU,ADU,0,33,43,0,T. Ravena,2,jump shot,2018.09.09,MOA,0
319,ADMU,ADU,0,5,76,11,I. Go,3,jump shot,2018.09.09,MOA,0
320,ADMU,ADU,0,14,34,7,M. Nieto,2,jump shot,2018.09.09,MOA,0
321,ADMU,ADU,0,52,53,19,T. Tio,3,jump shot,2018.09.09,MOA,0
322,ADMU,ADU,0,7,73,11,I. Go,3,jump shot,2018.09.09,MOA,0
323,ADMU,ADU,0,-47,21,22,R. Verano,2,jump shot,2018.09.09,MOA,0
324,ADMU,ADU,1,29,74,7,M. Nieto,3,jump shot,2018.09.09,MOA,3
325,ADMU,ADU,0,61,43,7,M. Nieto,3,jump shot,2018.09.09,MOA,0
326,ADMU,ADU,0,-8,5,3,A. Wong,2,jump shot,2018.09.09,MOA,0
327,ADMU,ADU,1,-3,80,22,R. Verano,3,jump shot,2018.09.09,MOA,3
328,ADMU,ADU,0,-5,22,22,R. Verano,2,jump shot,2018.09.09,MOA,0
329,ADMU,ADU,1,-22,2,0,T. Ravena,2,jump shot,2018.09.09,MOA,2
330,ADMU,ADU,0,-6,3,0,T. Ravena,2,jump shot,2018.09.09,MOA,0
331,ADMU,ADU,1,-8,1,8,A. Black,2,lay up,2018.09.09,MOA,2
332,ADMU,ADU,0,-61,42,10,J. Mendoza,3,jump shot,2018.09.09,MOA,0
333,ADMU,ADU,0,0,31,8,A. Black,2,jump shot,2018.09.09,MOA,0
334,ADMU,ADU,1,-66,33,10,J. Mendoza,3,jump shot,2018.09.09,MOA,3
335,ADMU,ADU,1,6,8,8,A. Black,2,lay up,2018.09.09,MOA,2
336,ADMU,ADU,1,-23,9,13,W. Navarro,2,jump shot,2018.09.09,MOA,2
337,ADMU,ADU,1,37,69,11,I. Go,3,jump shot,2018.09.09,MOA,3
338,ADMU,ADU,0,22,8,13,W. Navarro,2,jump shot,2018.09.09,MOA,0
339,ADMU,ADU,1,-15,6,12,M. Nieto,2,lay up,2018.09.09,MOA,2
340,ADMU,ADU,0,51,56,13,W. Navarro,3,jump shot,2018.09.09,MOA,0
341,ADMU,ADU,0,6,0,12,M. Nieto,2,jump shot,2018.09.09,MOA,0
342,ADMU,ADU,1,-1,45,4,A. Asistio,2,jump shot,2018.09.09,MOA,2
343,ADMU,ADU,0,18,19,0,T. Ravena,2,jump shot,2018.09.09,MOA,0
344,ADMU,ADU,0,45,65,13,W. Navarro,3,jump shot,2018.09.09,MOA,0
345,ADMU,ADU,0,-56,52,0,T. Ravena,3,jump shot,2018.09.09,MOA,0
346,ADMU,ADU,0,-18,75,12,M. Nieto,3,jump shot,2018.09.09,MOA,0
347,ADMU,ADU,0,-40,59,11,I. Go,3,jump shot,2018.09.09,MOA,0
348,ADMU,ADU,0,3,81,22,R. Verano,3,jump shot,2018.09.09,MOA,0
349,ADMU,ADU,0,9,2,7,M. Nieto,2,jump shot,2018.09.09,MOA,0
350,ADMU,ADU,0,-43,63,10,J. Mendoza,3,jump shot,2018.09.09,MOA,0
351,ADMU,ADU,0,-11,4,34,A. Kouame,2,jump shot,2018.09.09,MOA,0
352,ADMU,ADU,0,-32,69,3,A. Wong,3,jump shot,2018.09.09,MOA,0
353,ADMU,ADU,1,15,17,22,R. Verano,2,jump shot,2018.09.09,MOA,2
354,ADMU,ADU,0,-7,8,10,J. Mendoza,2,jump shot,2018.09.09,MOA,0
355,ADMU,ADU,0,20,0,0,T. Ravena,2,jump shot,2018.09.09,MOA,0
356,ADMU,ADU,0,-18,9,13,W. Navarro,2,jump shot,2018.09.09,MOA,0
357,ADMU,ADU,1,10,2,13,W. Navarro,2,lay up,2018.09.09,MOA,2
358,ADMU,ADU,0,10,6,13,W. Navarro,2,jump shot,2018.09.09,MOA,0
359,ADMU,ADU,1,10,2,12,M. Nieto,2,jump shot,2018.09.09,MOA,2
360,ADMU,ADU,0,0,19,13,W. Navarro,2,jump shot,2018.09.09,MOA,0
361,ADMU,ADU,0,29,77,12,M. Nieto,3,jump shot,2018.09.09,MOA,0
362,ADMU,ADU,0,69,6,7,M. Nieto,3,jump shot,2018.09.09,MOA,0
363,ADMU,ADU,0,-61,46,12,M. Nieto,3,jump shot,2018.09.09,MOA,0
364,ADMU,ADU,1,10,2,12,M. Nieto,2,lay up,2018.09.09,MOA,2
365,ADMU,ADU,0,-21,16,12,M. Nieto,2,jump shot,2018.09.09,MOA,0
366,ADMU,ADU,0,61,5,4,A. Asistio,2,jump shot,2018.09.09,MOA,0
367,ADMU,ADU,0,-34,67,0,T. Ravena,3,jump shot,2018.09.09,MOA,0
368,ADMU,ADU,0,-40,10,22,R. Verano,2,jump shot,2018.09.09,MOA,0
369,ADMU,ADU,0,14,3,7,M. Nieto,2,jump shot,2018.09.09,MOA,0
370,ADMU,ADU,0,39,65,22,R. Verano,3,jump shot,2018.09.09,MOA,0
371,ADMU,ADU,0,12,72,11,I. Go,3,jump shot,2018.09.09,MOA,0
372,ADMU,ADU,1,-1,2,0,T. Ravena,2,dunk,2018.09.09,MOA,2
373,ADMU,ADU,0,-23,71,0,T. Ravena,3,jump shot,2018.09.09,MOA,0
374,ADMU,ADU,0,0,78,0,T. Ravena,3,jump shot,2018.09.09,MOA,0
375,ADMU,ADU,0,57,51,12,M. Nieto,3,jump shot,2018.09.09,MOA,0
376,ADU,ADMU,0,15,21,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
377,ADU,ADMU,1,-2,79,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,3
378,ADU,ADMU,1,-5,59,21,P. Sarr,2,jump shot,2018.09.09,MOA,2
379,ADU,ADMU,1,0,9,29,V. Magbuhos,2,lay up,2018.09.09,MOA,2
380,ADU,ADMU,0,-14,4,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
381,ADU,ADMU,0,-26,71,1,S. Manganti,3,jump shot,2018.09.09,MOA,0
382,ADU,ADMU,0,-43,63,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,0
383,ADU,ADMU,0,-32,7,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
384,ADU,ADMU,1,-22,16,21,P. Sarr,2,jump shot,2018.09.09,MOA,2
385,ADU,ADMU,1,-7,13,4,C. Catapusan,2,lay up,2018.09.09,MOA,2
386,ADU,ADMU,1,-5,5,11,J. Espeleta,2,lay up,2018.09.09,MOA,2
387,ADU,ADMU,0,-48,54,7,J. Lastimosa,3,jump shot,2018.09.09,MOA,0
388,ADU,ADMU,0,-9,6,20,K. Bernardo,2,jump shot,2018.09.09,MOA,0
389,ADU,ADMU,0,-5,18,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
390,ADU,ADMU,0,63,39,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,0
391,ADU,ADMU,0,9,6,1,S. Manganti,2,jump shot,2018.09.09,MOA,0
392,ADU,ADMU,0,21,38,1,S. Manganti,2,jump shot,2018.09.09,MOA,0
393,ADU,ADMU,1,43,64,14,J. Pingoy,3,jump shot,2018.09.09,MOA,3
394,ADU,ADMU,1,65,28,19,E. Mojica,3,jump shot,2018.09.09,MOA,3
395,ADU,ADMU,0,29,70,14,J. Pingoy,3,jump shot,2018.09.09,MOA,0
396,ADU,ADMU,0,-71,-5,19,E. Mojica,3,jump shot,2018.09.09,MOA,0
397,ADU,ADMU,1,12,5,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,2
398,ADU,ADMU,1,40,65,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,3
399,ADU,ADMU,1,-8,2,11,J. Espeleta,2,jump shot,2018.09.09,MOA,2
400,ADU,ADMU,1,8,4,7,J. Lastimosa,2,jump shot,2018.09.09,MOA,2
401,ADU,ADMU,1,-15,6,7,J. Lastimosa,2,jump shot,2018.09.09,MOA,2
402,ADU,ADMU,1,4,115,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,3
403,ADU,ADMU,0,-22,71,7,J. Lastimosa,3,jump shot,2018.09.09,MOA,0
404,ADU,ADMU,0,-63,39,1,S. Manganti,3,jump shot,2018.09.09,MOA,0
405,ADU,ADMU,1,-7,2,29,V. Magbuhos,2,lay up,2018.09.09,MOA,2
406,ADU,ADMU,0,-41,63,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,0
407,ADU,ADMU,0,6,8,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
408,ADU,ADMU,1,6,3,29,V. Magbuhos,2,lay up,2018.09.09,MOA,2
409,ADU,ADMU,0,-18,1,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
410,ADU,ADMU,1,10,20,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,2
411,ADU,ADMU,0,-7,4,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
412,ADU,ADMU,0,17,15,1,S. Manganti,2,jump shot,2018.09.09,MOA,0
413,ADU,ADMU,0,-10,9,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
414,ADU,ADMU,0,8,7,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,0
415,ADU,ADMU,0,62,42,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,0
416,ADU,ADMU,0,-46,62,1,S. Manganti,3,jump shot,2018.09.09,MOA,0
417,ADU,ADMU,1,13,76,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,3
418,ADU,ADMU,0,-10,3,21,P. Sarr,2,jump shot,2018.09.09,MOA,0
419,ADU,ADMU,0,-1,14,1,S. Manganti,2,jump shot,2018.09.09,MOA,0
420,ADU,ADMU,0,-10,11,1,S. Manganti,2,jump shot,2018.09.09,MOA,0
421,ADU,ADMU,0,27,5,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,0
422,ADU,ADMU,0,-46,59,11,J. Espeleta,3,jump shot,2018.09.09,MOA,0
423,ADU,ADMU,0,41,19,10,S. Camacho,2,jump shot,2018.09.09,MOA,0
424,ADU,ADMU,0,27,33,17,J. Colonia,2,jump shot,2018.09.09,MOA,0
425,ADU,ADMU,0,-45,45,7,J. Lastimosa,2,jump shot,2018.09.09,MOA,0
426,ADU,ADMU,0,69,-3,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,0
427,ADU,ADMU,1,8,12,21,P. Sarr,2,jump shot,2018.09.09,MOA,2
428,ADU,ADMU,1,-7,5,11,J. Espeleta,2,lay up,2018.09.09,MOA,2
429,ADU,ADMU,0,-11,73,11,J. Espeleta,3,jump shot,2018.09.09,MOA,0
430,ADU,ADMU,0,59,46,4,C. Catapusan,3,jump shot,2018.09.09,MOA,0
431,ADU,ADMU,1,-64,-2,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,2
432,ADU,ADMU,0,-12,3,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,0
433,ADU,ADMU,1,-11,3,29,V. Magbuhos,2,jump shot,2018.09.09,MOA,2
434,ADU,ADMU,1,30,4,4,C. Catapusan,2,jump shot,2018.09.09,MOA,2
435,ADU,ADMU,0,20,39,14,J. Pingoy,2,jump shot,2018.09.09,MOA,0
436,ADU,ADMU,1,-6,3,4,C. Catapusan,2,jump shot,2018.09.09,MOA,2
437,ADU,ADMU,0,-53,56,2,J. Ahanmisi,3,jump shot,2018.09.09,MOA,0
438,ADU,ADMU,0,7,4,29,V. Magbuhos,2,jump shot,2018.09.09,MOA,0
439,ADU,ADMU,1,-17,8,2,J. Ahanmisi,2,jump shot,2018.09.09,MOA,2
440,ADU,ADMU,0,-31,72,1,S. Manganti,3,jump shot,2018.09.09,MOA,0
441,ADU,ADMU,1,11,4,21,P. Sarr,2,jump shot,2018.09.09,MOA,2
442,UST,FEU,0,-49,57,27,C. Cansino,3,jump shot,2018.09.12,SAC,0
443,UST,FEU,0,-62,47,8,K. Zamora,3,jump shot,2018.09.12,SAC,0
444,UST,FEU,1,-69,0,6,M. Lee,3,jump shot,2018.09.12,SAC,3
445,UST,FEU,1,17,37,13,Z. Huang,2,jump shot,2018.09.12,SAC,2
446,UST,FEU,0,-22,2,11,E. Caunan,2,jump shot,2018.09.12,SAC,0
447,UST,FEU,0,2,23,13,Z. Huang,2,jump shot,2018.09.12,SAC,0
448,UST,FEU,0,-68,-7,27,C. Cansino,3,jump shot,2018.09.12,SAC,0
449,UST,FEU,0,-2,22,7,J. Marcos,2,jump shot,2018.09.12,SAC,0
450,UST,FEU,0,8,10,0,S. Akomo,2,jump shot,2018.09.12,SAC,0
451,UST,FEU,1,4,7,5,R. Subido,2,lay up,2018.09.12,SAC,2
452,UST,FEU,0,-29,3,4,M. Bonleon,2,jump shot,2018.09.12,SAC,0
453,UST,FEU,0,73,49,7,J. Marcos,3,jump shot,2018.09.12,SAC,0
454,UST,FEU,0,64,39,5,R. Subido,3,jump shot,2018.09.12,SAC,0
455,UST,FEU,0,2,29,5,R. Subido,2,jump shot,2018.09.12,SAC,0
456,UST,FEU,0,-10,10,5,R. Subido,2,jump shot,2018.09.12,SAC,0
457,UST,FEU,1,13,27,0,S. Akomo,2,jump shot,2018.09.12,SAC,2
458,UST,FEU,1,2,32,6,M. Lee,2,jump shot,2018.09.12,SAC,2
459,UST,FEU,0,-3,38,16,N. Consejo,2,jump shot,2018.09.12,SAC,0
460,UST,FEU,1,-5,0,0,S. Akomo,2,dunk,2018.09.12,SAC,2
461,UST,FEU,1,46,64,5,R. Subido,3,jump shot,2018.09.12,SAC,3
462,UST,FEU,0,3,83,5,R. Subido,3,jump shot,2018.09.12,SAC,0
463,UST,FEU,0,-73,0,27,C. Cansino,3,jump shot,2018.09.12,SAC,0
464,UST,FEU,0,3,0,26,G. Mahinay,2,jump shot,2018.09.12,SAC,0
465,UST,FEU,0,72,45,8,K. Zamora,3,jump shot,2018.09.12,SAC,0
466,UST,FEU,1,5,0,7,J. Marcos,2,lay up,2018.09.12,SAC,2
467,UST,FEU,1,57,55,8,K. Zamora,3,jump shot,2018.09.12,SAC,3
468,UST,FEU,0,-47,67,6,M. Lee,3,jump shot,2018.09.12,SAC,0
469,UST,FEU,1,-17,7,7,J. Marcos,2,jump shot,2018.09.12,SAC,2
470,UST,FEU,1,-54,66,7,J. Marcos,3,jump shot,2018.09.12,SAC,3
471,UST,FEU,1,4,1,7,J. Marcos,2,jump shot,2018.09.12,SAC,2
472,UST,FEU,1,-12,1,7,J. Marcos,2,jump shot,2018.09.12,SAC,2
473,UST,FEU,1,72,-1,27,C. Cansino,3,jump shot,2018.09.12,SAC,3
474,UST,FEU,0,15,13,7,J. Marcos,2,jump shot,2018.09.12,SAC,0
475,UST,FEU,0,29,28,6,M. Lee,2,jump shot,2018.09.12,SAC,0
476,UST,FEU,0,48,66,7,J. Marcos,3,jump shot,2018.09.12,SAC,0
477,UST,FEU,0,-26,-9,5,R. Subido,2,jump shot,2018.09.12,SAC,0
478,UST,FEU,0,64,74,8,K. Zamora,3,jump shot,2018.09.12,SAC,0
479,UST,FEU,0,44,63,8,K. Zamora,3,jump shot,2018.09.12,SAC,0
480,UST,FEU,0,-6,0,27,C. Cansino,2,jump shot,2018.09.12,SAC,0
481,UST,FEU,1,8,1,0,S. Akomo,2,jump shot,2018.09.12,SAC,2
482,UST,FEU,1,-34,66,6,M. Lee,3,jump shot,2018.09.12,SAC,3
483,UST,FEU,0,-20,80,8,K. Zamora,3,jump shot,2018.09.12,SAC,0
484,UST,FEU,0,-64,62,8,K. Zamora,3,jump shot,2018.09.12,SAC,0
485,UST,FEU,0,-45,83,6,M. Lee,3,jump shot,2018.09.12,SAC,0
486,UST,FEU,1,7,-4,0,S. Akomo,2,jump shot,2018.09.12,SAC,2
487,UST,FEU,0,-36,17,5,R. Subido,2,jump shot,2018.09.12,SAC,0
488,UST,FEU,1,-56,75,5,R. Subido,3,jump shot,2018.09.12,SAC,3
489,UST,FEU,0,-72,67,5,R. Subido,3,jump shot,2018.09.12,SAC,0
490,UST,FEU,0,-20,39,7,J. Marcos,2,jump shot,2018.09.12,SAC,0
491,UST,FEU,0,7,2,13,Z. Huang,2,jump shot,2018.09.12,SAC,0
492,UST,FEU,0,-71,-7,6,M. Lee,3,jump shot,2018.09.12,SAC,0
493,UST,FEU,0,9,-2,0,S. Akomo,2,jump shot,2018.09.12,SAC,0
494,UST,FEU,0,-11,5,13,Z. Huang,2,jump shot,2018.09.12,SAC,0
495,UST,FEU,0,27,73,5,R. Subido,3,jump shot,2018.09.12,SAC,0
496,UST,FEU,1,-57,69,5,R. Subido,3,jump shot,2018.09.12,SAC,3
497,UST,FEU,0,-29,0,13,Z. Huang,2,jump shot,2018.09.12,SAC,0
498,UST,FEU,1,-5,-1,13,Z. Huang,2,jump shot,2018.09.12,SAC,2
499,UST,FEU,0,-18,14,0,S. Akomo,2,jump shot,2018.09.12,SAC,0
500,UST,FEU,1,59,49,5,R. Subido,3,jump shot,2018.09.12,SAC,3
501,UST,FEU,0,-10,-7,27,C. Cansino,2,jump shot,2018.09.12,SAC,0
502,UST,FEU,1,1,0,27,C. Cansino,2,lay up,2018.09.12,SAC,2
503,UST,FEU,1,-35,-4,5,R. Subido,2,jump shot,2018.09.12,SAC,2
504,UST,FEU,1,48,39,13,Z. Huang,2,jump shot,2018.09.12,SAC,2
505,UST,FEU,0,73,-7,5,R. Subido,3,jump shot,2018.09.12,SAC,0
506,UST,FEU,0,-32,15,5,R. Subido,2,jump shot,2018.09.12,SAC,0
507,UST,FEU,1,-9,34,6,M. Lee,2,jump shot,2018.09.12,SAC,2
508,UST,FEU,0,-8,2,5,R. Subido,2,jump shot,2018.09.12,SAC,0
509,UST,FEU,0,72,1,27,C. Cansino,3,jump shot,2018.09.12,SAC,0
510,UST,FEU,1,-6,-2,26,G. Mahinay,2,jump shot,2018.09.12,SAC,2
511,UST,FEU,0,-65,45,6,M. Lee,3,jump shot,2018.09.12,SAC,0
512,UST,FEU,0,-14,35,26,G. Mahinay,2,jump shot,2018.09.12,SAC,0
513,UST,FEU,1,0,0,8,K. Zamora,2,lay up,2018.09.12,SAC,2
514,FEU,UST,0,14,-3,20,K. Tuffin,2,jump shot,2018.09.12,SAC,0
515,FEU,UST,1,-6,6,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
516,FEU,UST,0,-5,4,3,J. Parker,2,jump shot,2018.09.12,SAC,0
517,FEU,UST,0,36,25,41,A. Tolentino,2,jump shot,2018.09.12,SAC,0
518,FEU,UST,1,3,0,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
519,FEU,UST,1,-1,-1,3,J. Parker,2,lay up,2018.09.12,SAC,2
520,FEU,UST,1,-54,69,41,A. Tolentino,3,jump shot,2018.09.12,SAC,3
521,FEU,UST,1,3,0,20,K. Tuffin,2,jump shot,2018.09.12,SAC,2
522,FEU,UST,0,-16,-9,20,K. Tuffin,2,jump shot,2018.09.12,SAC,0
523,FEU,UST,0,-22,14,41,A. Tolentino,2,jump shot,2018.09.12,SAC,0
524,FEU,UST,0,-14,12,17,P. Orizu,2,jump shot,2018.09.12,SAC,0
525,FEU,UST,0,58,53,20,K. Tuffin,3,jump shot,2018.09.12,SAC,0
526,FEU,UST,1,1,11,8,B. Ebona,2,jump shot,2018.09.12,SAC,2
527,FEU,UST,0,-57,59,5,A. Inigo,3,jump shot,2018.09.12,SAC,0
528,FEU,UST,1,-4,-2,21,R. Escoto,2,lay up,2018.09.12,SAC,2
529,FEU,UST,1,44,23,9,H. Cani,2,jump shot,2018.09.12,SAC,2
530,FEU,UST,0,3,83,9,H. Cani,3,jump shot,2018.09.12,SAC,0
531,FEU,UST,0,-44,32,3,J. Parker,2,jump shot,2018.09.12,SAC,0
532,FEU,UST,0,-13,-7,41,A. Tolentino,2,jump shot,2018.09.12,SAC,0
533,FEU,UST,0,-4,2,17,P. Orizu,2,jump shot,2018.09.12,SAC,0
534,FEU,UST,1,10,13,3,J. Parker,2,jump shot,2018.09.12,SAC,2
535,FEU,UST,0,53,76,9,H. Cani,3,jump shot,2018.09.12,SAC,0
536,FEU,UST,0,53,23,3,J. Parker,2,jump shot,2018.09.12,SAC,0
537,FEU,UST,0,8,0,13,L. Gonzales,2,jump shot,2018.09.12,SAC,0
538,FEU,UST,0,9,6,8,B. Ebona,2,jump shot,2018.09.12,SAC,0
539,FEU,UST,1,5,4,21,R. Escoto,2,lay up,2018.09.12,SAC,2
540,FEU,UST,0,-28,86,21,R. Escoto,3,jump shot,2018.09.12,SAC,0
541,FEU,UST,1,8,4,9,H. Cani,2,jump shot,2018.09.12,SAC,2
542,FEU,UST,1,-56,51,10,W. Comboy,3,jump shot,2018.09.12,SAC,3
543,FEU,UST,1,12,0,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
544,FEU,UST,1,0,2,21,R. Escoto,2,lay up,2018.09.12,SAC,2
545,FEU,UST,1,2,2,21,R. Escoto,2,lay up,2018.09.12,SAC,2
546,FEU,UST,0,2,20,21,R. Escoto,2,jump shot,2018.09.12,SAC,0
547,FEU,UST,1,1,2,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
548,FEU,UST,0,-32,8,9,H. Cani,2,jump shot,2018.09.12,SAC,0
549,FEU,UST,1,-4,3,10,W. Comboy,2,lay up,2018.09.12,SAC,2
550,FEU,UST,1,5,14,21,R. Escoto,2,jump shot,2018.09.12,SAC,2
551,FEU,UST,1,31,37,9,H. Cani,2,jump shot,2018.09.12,SAC,2
552,FEU,UST,0,-14,94,5,A. Inigo,3,jump shot,2018.09.12,SAC,0
553,FEU,UST,0,70,39,10,W. Comboy,3,jump shot,2018.09.12,SAC,0
554,FEU,UST,1,-7,12,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
555,FEU,UST,1,-1,-1,17,P. Orizu,2,dunk,2018.09.12,SAC,2
556,FEU,UST,0,-3,39,10,W. Comboy,2,jump shot,2018.09.12,SAC,0
557,FEU,UST,1,10,4,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
558,FEU,UST,0,-17,2,3,J. Parker,2,jump shot,2018.09.12,SAC,0
559,FEU,UST,0,30,24,3,J. Parker,2,jump shot,2018.09.12,SAC,0
560,FEU,UST,0,64,58,10,W. Comboy,3,jump shot,2018.09.12,SAC,0
561,FEU,UST,0,-4,12,8,B. Ebona,2,jump shot,2018.09.12,SAC,0
562,FEU,UST,1,2,0,9,H. Cani,2,lay up,2018.09.12,SAC,2
563,FEU,UST,0,-41,40,9,H. Cani,2,jump shot,2018.09.12,SAC,0
564,FEU,UST,1,-4,0,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
565,FEU,UST,1,13,41,9,H. Cani,2,jump shot,2018.09.12,SAC,2
566,FEU,UST,1,-17,64,9,H. Cani,2,jump shot,2018.09.12,SAC,2
567,FEU,UST,0,-54,83,9,H. Cani,3,jump shot,2018.09.12,SAC,0
568,FEU,UST,0,-3,4,9,H. Cani,2,jump shot,2018.09.12,SAC,0
569,FEU,UST,0,-52,47,5,A. Inigo,3,jump shot,2018.09.12,SAC,0
570,FEU,UST,0,4,17,21,R. Escoto,2,jump shot,2018.09.12,SAC,0
571,FEU,UST,0,1,10,10,W. Comboy,2,jump shot,2018.09.12,SAC,0
572,FEU,UST,1,4,-4,17,P. Orizu,2,dunk,2018.09.12,SAC,2
573,FEU,UST,0,-26,8,41,A. Tolentino,2,jump shot,2018.09.12,SAC,0
574,FEU,UST,0,-7,-6,41,A. Tolentino,2,jump shot,2018.09.12,SAC,0
575,FEU,UST,0,-61,51,10,W. Comboy,3,jump shot,2018.09.12,SAC,0
576,FEU,UST,1,-2,9,17,P. Orizu,2,jump shot,2018.09.12,SAC,2
577,FEU,UST,0,-10,75,10,W. Comboy,3,jump shot,2018.09.12,SAC,0
578,FEU,UST,1,-4,1,41,A. Tolentino,2,jump shot,2018.09.12,SAC,2
