,team,opponent,made,x,y,num,player,points,shot_type,date,venue,made_points
1998,UE,DLSU,0,-6,2,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,0
1999,UE,DLSU,0,-68,0,23,A. Pasaol,3,jump shot,2018.09.23,FFVA,0
2000,UE,DLSU,0,62,42,18,P. Manalang,3,jump shot,2018.09.23,FFVA,0
2001,UE,DLSU,0,-1,47,18,P. Manalang,2,jump shot,2018.09.23,FFVA,0
2002,UE,DLSU,0,8,78,2,M. Maloles,3,jump shot,2018.09.23,FFVA,0
2003,UE,DLSU,0,-52,55,9,J. Varilla,3,jump shot,2018.09.23,FFVA,0
2004,UE,DLSU,1,9,4,21,W. Bartolome,2,jump shot,2018.09.23,FFVA,2
2005,UE,DLSU,0,54,51,2,M. Maloles,3,jump shot,2018.09.23,FFVA,0
2006,UE,DLSU,0,63,42,9,J. Varilla,3,jump shot,2018.09.23,FFVA,0
2007,UE,DLSU,1,3,14,9,J. Varilla,2,jump shot,2018.09.23,FFVA,2
2008,UE,DLSU,1,-7,6,26,J. Cullar,2,lay up,2018.09.23,FFVA,2
2009,UE,DLSU,1,-8,4,17,R. Acuno,2,lay up,2018.09.23,FFVA,2
2010,UE,DLSU,0,5,6,26,J. Cullar,2,jump shot,2018.09.23,FFVA,0
2011,UE,DLSU,0,-69,-4,2,M. Maloles,3,jump shot,2018.09.23,FFVA,0
2012,UE,DLSU,0,10,11,7,A. Beltran,2,jump shot,2018.09.23,FFVA,0
2013,UE,DLSU,0,-22,74,9,J. Varilla,3,jump shot,2018.09.23,FFVA,0
2014,UE,DLSU,1,47,62,18,P. Manalang,3,jump shot,2018.09.23,FFVA,3
2015,UE,DLSU,0,69,4,9,J. Varilla,3,jump shot,2018.09.23,FFVA,0
2016,UE,DLSU,1,-7,4,9,J. Varilla,2,jump shot,2018.09.23,FFVA,2
2017,UE,DLSU,0,55,52,18,P. Manalang,3,jump shot,2018.09.23,FFVA,0
2018,UE,DLSU,1,-52,5,9,J. Varilla,2,jump shot,2018.09.23,FFVA,2
2019,UE,DLSU,1,7,75,23,A. Pasaol,3,jump shot,2018.09.23,FFVA,3
2020,UE,DLSU,0,3,20,9,J. Varilla,2,jump shot,2018.09.23,FFVA,0
2021,UE,DLSU,1,-8,2,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,2
2022,UE,DLSU,0,-41,29,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,0
2023,UE,DLSU,1,-7,4,2,M. Maloles,2,lay up,2018.09.23,FFVA,2
2024,UE,DLSU,1,-12,5,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,2
2025,UE,DLSU,1,33,70,23,A. Pasaol,3,jump shot,2018.09.23,FFVA,3
2026,UE,DLSU,0,0,20,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,0
2027,UE,DLSU,0,-35,68,23,A. Pasaol,3,jump shot,2018.09.23,FFVA,0
2028,UE,DLSU,0,-19,16,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,0
2029,UE,DLSU,0,3,7,18,P. Manalang,2,jump shot,2018.09.23,FFVA,0
2030,UE,DLSU,0,2,11,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,0
2031,UE,DLSU,1,10,4,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,2
2032,UE,DLSU,0,0,10,9,J. Varilla,2,jump shot,2018.09.23,FFVA,0
2033,UE,DLSU,1,-1,10,23,A. Pasaol,2,jump shot,2018.09.23,FFVA,2
2034,DLSU,UE,0,-69,3,30,A. Caracut,3,jump shot,2018.09.23,FFVA,0
2035,DLSU,UE,0,21,32,30,A. Caracut,2,jump shot,2018.09.23,FFVA,0
2036,DLSU,UE,0,44,71,30,A. Caracut,3,jump shot,2018.09.23,FFVA,0
2037,DLSU,UE,0,-5,28,7,M. Dyke,2,jump shot,2018.09.23,FFVA,0
2038,DLSU,UE,1,1,27,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,2
2039,DLSU,UE,1,62,44,11,A. Melecio,3,jump shot,2018.09.23,FFVA,3
2040,DLSU,UE,1,9,4,25,L. Santillian,2,lay up,2018.09.23,FFVA,2
2041,DLSU,UE,1,62,40,11,A. Melecio,3,jump shot,2018.09.23,FFVA,3
2042,DLSU,UE,0,-8,12,25,L. Santillian,2,jump shot,2018.09.23,FFVA,0
2043,DLSU,UE,1,8,3,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,2
2044,DLSU,UE,0,-8,4,25,L. Santillian,2,jump shot,2018.09.23,FFVA,0
2045,DLSU,UE,0,-69,15,19,J. Baltazar,3,jump shot,2018.09.23,FFVA,0
2046,DLSU,UE,1,-69,-3,16,J. Go,3,jump shot,2018.09.23,FFVA,3
2047,DLSU,UE,0,2,75,25,L. Santillian,3,jump shot,2018.09.23,FFVA,0
2048,DLSU,UE,0,-68,-1,15,K. Montalbo,3,jump shot,2018.09.23,FFVA,0
2049,DLSU,UE,1,8,2,15,K. Montalbo,2,lay up,2018.09.23,FFVA,2
2050,DLSU,UE,0,53,55,16,J. Go,3,jump shot,2018.09.23,FFVA,0
2051,DLSU,UE,0,57,2,24,G. Capacio,2,jump shot,2018.09.23,FFVA,0
2052,DLSU,UE,1,-1,11,25,L. Santillian,2,jump shot,2018.09.23,FFVA,2
2053,DLSU,UE,0,46,62,25,L. Santillian,3,jump shot,2018.09.23,FFVA,0
2054,DLSU,UE,1,-19,29,16,J. Go,2,jump shot,2018.09.23,FFVA,2
2055,DLSU,UE,0,-31,15,18,F. Serrano,2,jump shot,2018.09.23,FFVA,0
2056,DLSU,UE,0,1,40,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,0
2057,DLSU,UE,0,55,54,18,F. Serrano,3,jump shot,2018.09.23,FFVA,0
2058,DLSU,UE,1,2,80,11,A. Melecio,3,jump shot,2018.09.23,FFVA,3
2059,DLSU,UE,0,10,4,6,J. Manuel,2,jump shot,2018.09.23,FFVA,0
2060,DLSU,UE,0,-19,21,18,F. Serrano,2,jump shot,2018.09.23,FFVA,0
2061,DLSU,UE,1,13,2,18,F. Serrano,2,jump shot,2018.09.23,FFVA,2
2062,DLSU,UE,0,-47,6,7,M. Dyke,2,jump shot,2018.09.23,FFVA,0
2063,DLSU,UE,1,-47,58,11,A. Melecio,3,jump shot,2018.09.23,FFVA,3
2064,DLSU,UE,0,30,30,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,0
2065,DLSU,UE,0,-69,35,11,A. Melecio,3,jump shot,2018.09.23,FFVA,0
2066,DLSU,UE,0,-43,6,25,L. Santillian,2,jump shot,2018.09.23,FFVA,0
2067,DLSU,UE,1,-44,58,30,A. Caracut,3,jump shot,2018.09.23,FFVA,3
2068,DLSU,UE,0,68,30,11,A. Melecio,3,jump shot,2018.09.23,FFVA,0
2069,DLSU,UE,1,-1,10,32,B. Bates,2,jump shot,2018.09.23,FFVA,2
2070,DLSU,UE,1,9,6,7,M. Dyke,2,jump shot,2018.09.23,FFVA,2
2071,DLSU,UE,0,22,75,7,M. Dyke,3,jump shot,2018.09.23,FFVA,0
2072,DLSU,UE,1,-8,4,30,A. Caracut,2,lay up,2018.09.23,FFVA,2
2073,DLSU,UE,1,-10,2,7,M. Dyke,2,jump shot,2018.09.23,FFVA,2
2074,DLSU,UE,0,6,76,7,M. Dyke,3,jump shot,2018.09.23,FFVA,0
2075,DLSU,UE,1,-40,14,11,A. Melecio,2,jump shot,2018.09.23,FFVA,2
2076,DLSU,UE,0,69,-3,3,M. Corteza,3,jump shot,2018.09.23,FFVA,0
2077,DLSU,UE,0,8,0,25,L. Santillian,2,jump shot,2018.09.23,FFVA,0
2078,DLSU,UE,0,6,5,25,L. Santillian,2,jump shot,2018.09.23,FFVA,0
2079,DLSU,UE,0,62,45,30,A. Caracut,3,jump shot,2018.09.23,FFVA,0
2080,DLSU,UE,0,3,95,15,K. Montalbo,3,jump shot,2018.09.23,FFVA,0
2081,DLSU,UE,1,-7,3,3,M. Corteza,2,jump shot,2018.09.23,FFVA,2
2082,DLSU,UE,1,51,57,16,J. Go,3,jump shot,2018.09.23,FFVA,3
2083,DLSU,UE,0,-39,1,11,A. Melecio,2,jump shot,2018.09.23,FFVA,0
2084,DLSU,UE,1,7,5,25,L. Santillian,2,lay up,2018.09.23,FFVA,2
2085,DLSU,UE,0,-47,0,11,A. Melecio,2,jump shot,2018.09.23,FFVA,0
2086,DLSU,UE,0,-70,0,16,J. Go,3,jump shot,2018.09.23,FFVA,0
2087,DLSU,UE,0,-37,68,30,A. Caracut,3,jump shot,2018.09.23,FFVA,0
2088,DLSU,UE,0,1,18,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,0
2089,DLSU,UE,1,5,3,18,F. Serrano,2,jump shot,2018.09.23,FFVA,2
2090,DLSU,UE,0,59,45,30,A. Caracut,3,jump shot,2018.09.23,FFVA,0
2091,DLSU,UE,1,67,35,18,F. Serrano,3,jump shot,2018.09.23,FFVA,3
2092,DLSU,UE,1,70,-4,18,F. Serrano,3,jump shot,2018.09.23,FFVA,3
2093,DLSU,UE,0,-2,19,18,F. Serrano,2,jump shot,2018.09.23,FFVA,0
2094,DLSU,UE,0,-14,3,25,L. Santillian,2,jump shot,2018.09.23,FFVA,0
2095,DLSU,UE,0,-3,10,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,0
2096,DLSU,UE,1,-4,10,19,J. Baltazar,2,jump shot,2018.09.23,FFVA,2
2097,DLSU,UE,1,56,54,11,A. Melecio,3,jump shot,2018.09.23,FFVA,3
2098,ADMU,UE,0,-15,32,13,W. Navarro,2,jump shot,2018.09.26,FVVA,0
2099,ADMU,UE,0,61,41,0,T. Ravena,3,jump shot,2018.09.26,FVVA,0
2100,ADMU,UE,1,-58,46,4,A. Asistio,3,jump shot,2018.09.26,FVVA,3
2101,ADMU,UE,1,19,-13,13,W. Navarro,2,jump shot,2018.09.26,FVVA,2
2102,ADMU,UE,0,4,3,0,T. Ravena,2,jump shot,2018.09.26,FVVA,0
2103,ADMU,UE,1,-1,12,34,A. Kouame,2,lay up,2018.09.26,FVVA,2
2104,ADMU,UE,0,-4,73,12,J. Nieto,3,jump shot,2018.09.26,FVVA,0
2105,ADMU,UE,0,56,49,4,A. Asistio,3,jump shot,2018.09.26,FVVA,0
2106,ADMU,UE,0,0,4,34,A. Kouame,2,jump shot,2018.09.26,FVVA,0
2107,ADMU,UE,1,-3,7,0,T. Ravena,2,lay up,2018.09.26,FVVA,2
2108,ADMU,UE,0,9,74,0,T. Ravena,3,jump shot,2018.09.26,FVVA,0
2109,ADMU,UE,1,45,57,12,J. Nieto,3,jump shot,2018.09.26,FVVA,3
2110,ADMU,UE,0,-49,60,3,A. Wong,3,jump shot,2018.09.26,FVVA,0
2111,ADMU,UE,0,64,31,3,A. Wong,3,jump shot,2018.09.26,FVVA,0
2112,ADMU,UE,1,-20,28,19,T. Tio,2,jump shot,2018.09.26,FVVA,2
2113,ADMU,UE,0,-6,2,34,A. Kouame,2,jump shot,2018.09.26,FVVA,0
2114,ADMU,UE,1,-4,0,34,A. Kouame,2,lay up,2018.09.26,FVVA,2
2115,ADMU,UE,1,1,9,34,A. Kouame,2,dunk,2018.09.26,FVVA,2
2116,ADMU,UE,1,36,28,3,A. Wong,2,jump shot,2018.09.26,FVVA,2
2117,ADMU,UE,1,-1,7,11,I. Go,2,jump shot,2018.09.26,FVVA,2
2118,ADMU,UE,1,-40,25,22,R. Verano,2,jump shot,2018.09.26,FVVA,2
2119,ADMU,UE,0,-71,12,10,J. Mendoza,3,jump shot,2018.09.26,FVVA,0
2120,ADMU,UE,0,62,43,7,M. Nieto,3,jump shot,2018.09.26,FVVA,0
2121,ADMU,UE,1,-4,0,11,I. Go,2,lay up,2018.09.26,FVVA,2
2122,ADMU,UE,1,13,76,10,J. Mendoza,3,jump shot,2018.09.26,FVVA,3
2123,ADMU,UE,0,-52,47,10,J. Mendoza,3,jump shot,2018.09.26,FVVA,0
2124,ADMU,UE,0,68,2,7,M. Nieto,3,jump shot,2018.09.26,FVVA,0
2125,ADMU,UE,1,-20,30,22,R. Verano,2,jump shot,2018.09.26,FVVA,2
2126,ADMU,UE,1,35,4,22,R. Verano,2,jump shot,2018.09.26,FVVA,2
2127,ADMU,UE,0,-3,4,34,A. Kouame,2,jump shot,2018.09.26,FVVA,0
2128,ADMU,UE,0,1,15,34,A. Kouame,2,jump shot,2018.09.26,FVVA,0
2129,ADMU,UE,1,21,24,22,R. Verano,2,jump shot,2018.09.26,FVVA,2
2130,ADMU,UE,0,-70,8,5,G. Mamuyac,3,jump shot,2018.09.26,FVVA,0
2131,ADMU,UE,1,34,28,22,R. Verano,2,jump shot,2018.09.26,FVVA,2
2132,ADMU,UE,1,-68,0,5,G. Mamuyac,3,jump shot,2018.09.26,FVVA,3
2133,ADMU,UE,0,43,4,11,I. Go,2,jump shot,2018.09.26,FVVA,0
2134,ADMU,UE,1,-67,29,4,A. Asistio,3,jump shot,2018.09.26,FVVA,3
2135,ADMU,UE,0,-55,92,4,A. Asistio,3,jump shot,2018.09.26,FVVA,0
2136,ADMU,UE,1,-53,55,12,J. Nieto,3,jump shot,2018.09.26,FVVA,3
2137,ADMU,UE,0,-66,38,13,W. Navarro,3,jump shot,2018.09.26,FVVA,0
2138,ADMU,UE,0,51,61,12,J. Nieto,3,jump shot,2018.09.26,FVVA,0
2139,ADMU,UE,1,71,0,13,W. Navarro,3,jump shot,2018.09.26,FVVA,3
2140,ADMU,UE,1,57,49,0,T. Ravena,3,jump shot,2018.09.26,FVVA,3
2141,ADMU,UE,0,-57,47,4,A. Asistio,3,jump shot,2018.09.26,FVVA,0
2142,ADMU,UE,0,-30,70,13,W. Navarro,3,jump shot,2018.09.26,FVVA,0
2143,ADMU,UE,0,-66,25,4,A. Asistio,3,jump shot,2018.09.26,FVVA,0
2144,ADMU,UE,1,34,64,4,A. Asistio,3,jump shot,2018.09.26,FVVA,3
2145,ADMU,UE,0,72,9,10,J. Mendoza,3,jump shot,2018.09.26,FVVA,0
2146,ADMU,UE,0,-41,21,3,A. Wong,2,jump shot,2018.09.26,FVVA,0
2147,ADMU,UE,1,-1,3,11,I. Go,2,lay up,2018.09.26,FVVA,2
2148,ADMU,UE,0,-5,4,22,R. Verano,2,jump shot,2018.09.26,FVVA,0
2149,ADMU,UE,1,-5,3,22,R. Verano,2,lay up,2018.09.26,FVVA,2
2150,ADMU,UE,1,-35,54,19,T. Tio,2,jump shot,2018.09.26,FVVA,2
2151,ADMU,UE,0,2,6,22,R. Verano,2,jump shot,2018.09.26,FVVA,0
2152,ADMU,UE,0,-63,40,19,T. Tio,3,jump shot,2018.09.26,FVVA,0
2153,ADMU,UE,1,-67,29,10,J. Mendoza,3,jump shot,2018.09.26,FVVA,3
2154,ADMU,UE,1,-1,0,13,W. Navarro,2,jump shot,2018.09.26,FVVA,2
2155,ADMU,UE,0,3,73,19,T. Tio,3,jump shot,2018.09.26,FVVA,0
2156,ADMU,UE,1,-1,5,13,W. Navarro,2,jump shot,2018.09.26,FVVA,2
2157,ADMU,UE,1,62,39,10,J. Mendoza,3,jump shot,2018.09.26,FVVA,3
2158,ADMU,UE,1,-57,51,7,M. Nieto,3,jump shot,2018.09.26,FVVA,3
2159,ADMU,UE,1,1,4,7,M. Nieto,2,lay up,2018.09.26,FVVA,2
2160,ADMU,UE,0,25,18,8,A. Black,2,jump shot,2018.09.26,FVVA,0
2161,ADMU,UE,1,-2,4,21,M. Daves,2,lay up,2018.09.26,FVVA,2
2162,ADMU,UE,0,54,47,27,S. Belangel,3,jump shot,2018.09.26,FVVA,0
2163,ADMU,UE,0,-71,4,8,A. Black,3,jump shot,2018.09.26,FVVA,0
2164,ADMU,UE,0,68,5,8,A. Black,3,jump shot,2018.09.26,FVVA,0
2165,ADMU,UE,0,69,14,2,B. Andrade,3,jump shot,2018.09.26,FVVA,0
2166,ADMU,UE,1,0,8,7,M. Nieto,2,lay up,2018.09.26,FVVA,2
2167,ADMU,UE,0,-68,-2,2,B. Andrade,3,jump shot,2018.09.26,FVVA,0
2168,UE,ADMU,1,-7,2,23,A. Pasaol,2,jump shot,2018.09.26,FVVA,2
2169,UE,ADMU,0,52,53,18,P. Manalang,3,jump shot,2018.09.26,FVVA,0
2170,UE,ADMU,1,-38,3,9,J. Varilla,2,jump shot,2018.09.26,FVVA,2
2171,UE,ADMU,0,-51,33,9,J. Varilla,2,jump shot,2018.09.26,FVVA,0
2172,UE,ADMU,0,-20,46,84,R. Gallardo,2,jump shot,2018.09.26,FVVA,0
2173,UE,ADMU,0,-3,8,18,P. Manalang,2,jump shot,2018.09.26,FVVA,0
2174,UE,ADMU,1,-16,35,26,J. Cullar,2,jump shot,2018.09.26,FVVA,2
2175,UE,ADMU,0,-42,12,9,J. Varilla,2,jump shot,2018.09.26,FVVA,0
2176,UE,ADMU,0,-16,57,26,J. Cullar,2,jump shot,2018.09.26,FVVA,0
2177,UE,ADMU,1,1,3,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,2
2178,UE,ADMU,0,68,-3,23,A. Pasaol,3,jump shot,2018.09.26,FVVA,0
2179,UE,ADMU,1,40,21,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,2
2180,UE,ADMU,0,-54,55,2,M. Maloles,3,jump shot,2018.09.26,FVVA,0
2181,UE,ADMU,0,-29,29,81,J. Antiporda,2,jump shot,2018.09.26,FVVA,0
2182,UE,ADMU,1,0,1,23,A. Pasaol,2,lay up,2018.09.26,FVVA,2
2183,UE,ADMU,0,-34,44,81,J. Antiporda,2,jump shot,2018.09.26,FVVA,0
2184,UE,ADMU,1,0,5,23,A. Pasaol,2,lay up,2018.09.26,FVVA,2
2185,UE,ADMU,1,-4,4,23,A. Pasaol,2,lay up,2018.09.26,FVVA,2
2186,UE,ADMU,1,-7,-3,1,C. Conner,2,lay up,2018.09.26,FVVA,2
2187,UE,ADMU,1,1,1,2,M. Maloles,2,lay up,2018.09.26,FVVA,2
2188,UE,ADMU,0,-8,13,1,C. Conner,2,jump shot,2018.09.26,FVVA,0
2189,UE,ADMU,0,8,74,1,C. Conner,3,jump shot,2018.09.26,FVVA,0
2190,UE,ADMU,1,-4,1,23,A. Pasaol,2,lay up,2018.09.26,FVVA,2
2191,UE,ADMU,0,-52,52,18,P. Manalang,3,jump shot,2018.09.26,FVVA,0
2192,UE,ADMU,1,-22,49,12,S. Gagate,2,jump shot,2018.09.26,FVVA,2
2193,UE,ADMU,0,-63,41,9,J. Varilla,3,jump shot,2018.09.26,FVVA,0
2194,UE,ADMU,0,38,27,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,0
2195,UE,ADMU,1,1,5,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,2
2196,UE,ADMU,1,-11,47,9,J. Varilla,2,jump shot,2018.09.26,FVVA,2
2197,UE,ADMU,0,32,20,17,R. Acuno,2,jump shot,2018.09.26,FVVA,0
2198,UE,ADMU,0,59,4,84,R. Gallardo,2,jump shot,2018.09.26,FVVA,0
2199,UE,ADMU,0,32,42,9,J. Varilla,2,jump shot,2018.09.26,FVVA,0
2200,UE,ADMU,1,39,0,2,M. Maloles,2,jump shot,2018.09.26,FVVA,2
2201,UE,ADMU,1,44,13,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,2
2202,UE,ADMU,0,-70,4,23,A. Pasaol,3,jump shot,2018.09.26,FVVA,0
2203,UE,ADMU,0,58,55,2,M. Maloles,3,jump shot,2018.09.26,FVVA,0
2204,UE,ADMU,0,-5,1,26,J. Cullar,2,jump shot,2018.09.26,FVVA,0
2205,UE,ADMU,1,46,34,2,M. Maloles,2,jump shot,2018.09.26,FVVA,2
2206,UE,ADMU,1,3,5,26,J. Cullar,2,lay up,2018.09.26,FVVA,2
2207,UE,ADMU,1,-2,7,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,2
2208,UE,ADMU,1,-1,6,1,C. Conner,2,lay up,2018.09.26,FVVA,2
2209,UE,ADMU,0,5,4,1,C. Conner,2,jump shot,2018.09.26,FVVA,0
2210,UE,ADMU,0,-48,8,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,0
2211,UE,ADMU,0,50,62,23,A. Pasaol,3,jump shot,2018.09.26,FVVA,0
2212,UE,ADMU,0,-37,64,81,J. Antiporda,3,jump shot,2018.09.26,FVVA,0
2213,UE,ADMU,1,0,10,23,A. Pasaol,2,jump shot,2018.09.26,FVVA,2
2214,UE,ADMU,0,56,28,9,J. Varilla,2,jump shot,2018.09.26,FVVA,0
2215,UE,ADMU,0,3,73,23,A. Pasaol,3,jump shot,2018.09.26,FVVA,0
2216,UE,ADMU,0,57,47,23,A. Pasaol,3,jump shot,2018.09.26,FVVA,0
2217,UE,ADMU,1,50,57,18,P. Manalang,3,jump shot,2018.09.26,FVVA,3
2218,UE,ADMU,1,0,5,18,P. Manalang,2,lay up,2018.09.26,FVVA,2
2219,UE,ADMU,0,-3,2,18,P. Manalang,2,jump shot,2018.09.26,FVVA,0
2220,UE,ADMU,0,1,20,21,W. Bartolome,2,jump shot,2018.09.26,FVVA,0
2221,UE,ADMU,0,-47,4,9,J. Varilla,2,jump shot,2018.09.26,FVVA,0
2222,UE,ADMU,0,65,41,2,M. Maloles,3,jump shot,2018.09.26,FVVA,0
2223,UE,ADMU,1,-2,2,23,A. Pasaol,2,lay up,2018.09.26,FVVA,2
2224,UE,ADMU,1,0,10,23,A. Pasaol,2,jump shot,2018.09.26,FVVA,2
2225,UE,ADMU,1,-34,15,1,C. Conner,2,jump shot,2018.09.26,FVVA,2
2226,UE,ADMU,0,-1,14,1,C. Conner,2,jump shot,2018.09.26,FVVA,0
2227,UE,ADMU,1,5,0,1,C. Conner,2,lay up,2018.09.26,FVVA,2
2228,UE,ADMU,1,-19,5,26,J. Cullar,2,jump shot,2018.09.26,FVVA,2
2229,UP,ADU,1,-49,56,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA,3
2230,UP,ADU,0,3,33,20,J. Prado,2,jump shot,2018.09.26,FVVA,0
2231,UP,ADU,0,-34,13,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2232,UP,ADU,1,-1,6,13,J. Manzo,2,jump shot,2018.09.26,FVVA,2
2233,UP,ADU,0,-59,48,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA,0
2234,UP,ADU,1,-5,11,20,J. Prado,2,jump shot,2018.09.26,FVVA,2
2235,UP,ADU,0,4,10,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2236,UP,ADU,1,2,3,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,2
2237,UP,ADU,1,52,58,6,Ja. Gomez de Liaño,3,jump shot,2018.09.26,FVVA,3
2238,UP,ADU,1,31,7,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,2
2239,UP,ADU,0,32,32,5,D. Dario,2,jump shot,2018.09.26,FVVA,0
2240,UP,ADU,0,50,8,18,P. Desiderio,2,jump shot,2018.09.26,FVVA,0
2241,UP,ADU,0,-51,6,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,0
2242,UP,ADU,0,4,12,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,0
2243,UP,ADU,0,-5,1,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2244,UP,ADU,0,-5,6,17,F. Jaboneta,2,jump shot,2018.09.26,FVVA,0
2245,UP,ADU,1,-4,5,0,B. Akhuetie,2,lay up,2018.09.26,FVVA,2
2246,UP,ADU,0,-68,5,17,F. Jaboneta,3,jump shot,2018.09.26,FVVA,0
2247,UP,ADU,0,8,6,13,J. Manzo,2,jump shot,2018.09.26,FVVA,0
2248,UP,ADU,1,-2,7,13,J. Manzo,2,lay up,2018.09.26,FVVA,2
2249,UP,ADU,0,0,4,17,F. Jaboneta,2,jump shot,2018.09.26,FVVA,0
2250,UP,ADU,1,-2,1,1,Ju. Gomez de Liaño,2,lay up,2018.09.26,FVVA,2
2251,UP,ADU,0,-1,19,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2252,UP,ADU,0,47,16,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,0
2253,UP,ADU,1,2,4,0,B. Akhuetie,2,lay up,2018.09.26,FVVA,2
2254,UP,ADU,0,58,9,18,P. Desiderio,2,jump shot,2018.09.26,FVVA,0
2255,UP,ADU,0,7,17,10,D. Murrell,2,jump shot,2018.09.26,FVVA,0
2256,UP,ADU,0,42,8,18,P. Desiderio,2,jump shot,2018.09.26,FVVA,0
2257,UP,ADU,1,-42,25,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,2
2258,UP,ADU,0,-3,-1,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2259,UP,ADU,0,7,10,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,0
2260,UP,ADU,0,-5,6,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2261,UP,ADU,1,0,0,1,Ju. Gomez de Liaño,2,lay up,2018.09.26,FVVA,2
2262,UP,ADU,0,-2,12,10,D. Murrell,2,jump shot,2018.09.26,FVVA,0
2263,UP,ADU,0,0,4,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,0
2264,UP,ADU,1,0,4,0,B. Akhuetie,2,lay up,2018.09.26,FVVA,2
2265,UP,ADU,1,-1,4,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,2
2266,UP,ADU,0,70,0,18,P. Desiderio,3,jump shot,2018.09.26,FVVA,0
2267,UP,ADU,1,-69,4,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA,3
2268,UP,ADU,1,0,5,18,P. Desiderio,2,lay up,2018.09.26,FVVA,2
2269,UP,ADU,1,2,1,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA,2
2270,UP,ADU,1,12,0,10,D. Murrell,2,lay up,2018.09.26,FVVA,2
2271,UP,ADU,0,0,-1,13,J. Manzo,2,jump shot,2018.09.26,FVVA,0
2272,UP,ADU,1,0,5,0,B. Akhuetie,2,lay up,2018.09.26,FVVA,2
2273,UP,ADU,1,7,28,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA,2
2274,UP,ADU,0,-54,53,18,P. Desiderio,3,jump shot,2018.09.26,FVVA,0
2275,UP,ADU,1,-1,6,18,P. Desiderio,2,jump shot,2018.09.26,FVVA,2
