,team,opponent,made,x,y,num,player,points,shot_type,date,venue,made_points
3682,FEU,ADU,0,15,12,10,W. Comboy,2,jump shot,2018.10.07,SAC,0
3683,FEU,ADU,0,-10,15,10,W. Comboy,2,jump shot,2018.10.07,SAC,0
3684,FEU,ADU,0,30,10,17,P. Orizu,2,jump shot,2018.10.07,SAC,0
3685,FEU,ADU,1,21,41,3,J. Parker,2,jump shot,2018.10.07,SAC,2
3686,FEU,ADU,1,4,14,21,R. Escoto,2,lay up,2018.10.07,SAC,2
3687,FEU,ADU,0,-13,14,3,J. Parker,2,jump shot,2018.10.07,SAC,0
3688,FEU,ADU,0,6,74,20,K. Tuffin,3,jump shot,2018.10.07,SAC,0
3689,FEU,ADU,0,69,25,20,K. Tuffin,3,jump shot,2018.10.07,SAC,0
3690,FEU,ADU,0,-37,35,3,J. Parker,2,jump shot,2018.10.07,SAC,0
3691,FEU,ADU,1,-14,6,41,A. Tolentino,2,jump shot,2018.10.07,SAC,2
3692,FEU,ADU,0,-37,27,3,J. Parker,2,jump shot,2018.10.07,SAC,0
3693,FEU,ADU,0,1,51,10,W. Comboy,2,jump shot,2018.10.07,SAC,0
3694,FEU,ADU,0,-18,33,9,H. Cani,2,jump shot,2018.10.07,SAC,0
3695,FEU,ADU,1,0,1,20,K. Tuffin,2,tip in,2018.10.07,SAC,2
3696,FEU,ADU,0,35,65,5,A. Inigo,3,jump shot,2018.10.07,SAC,0
3697,FEU,ADU,1,-29,74,41,A. Tolentino,3,jump shot,2018.10.07,SAC,3
3698,FEU,ADU,1,15,6,41,A. Tolentino,2,jump shot,2018.10.07,SAC,2
3699,FEU,ADU,1,-20,6,8,B. Ebona,2,jump shot,2018.10.07,SAC,2
3700,FEU,ADU,0,20,17,41,A. Tolentino,2,jump shot,2018.10.07,SAC,0
3701,FEU,ADU,0,47,9,41,A. Tolentino,2,jump shot,2018.10.07,SAC,0
3702,FEU,ADU,1,-11,15,8,B. Ebona,2,jump shot,2018.10.07,SAC,2
3703,FEU,ADU,0,68,5,10,W. Comboy,3,jump shot,2018.10.07,SAC,0
3704,FEU,ADU,1,-35,50,10,W. Comboy,2,jump shot,2018.10.07,SAC,2
3705,FEU,ADU,1,-40,60,9,H. Cani,3,jump shot,2018.10.07,SAC,3
3706,FEU,ADU,0,32,74,5,A. Inigo,3,jump shot,2018.10.07,SAC,0
3707,FEU,ADU,1,0,57,13,L. Gonzales,2,jump shot,2018.10.07,SAC,2
3708,FEU,ADU,0,23,22,10,W. Comboy,2,jump shot,2018.10.07,SAC,0
3709,FEU,ADU,1,-3,73,13,L. Gonzales,3,jump shot,2018.10.07,SAC,3
3710,FEU,ADU,0,-34,36,3,J. Parker,2,jump shot,2018.10.07,SAC,0
3711,FEU,ADU,1,-7,35,10,W. Comboy,2,lay up,2018.10.07,SAC,2
3712,FEU,ADU,0,23,10,41,A. Tolentino,2,jump shot,2018.10.07,SAC,0
3713,FEU,ADU,0,5,22,41,A. Tolentino,2,jump shot,2018.10.07,SAC,0
3714,FEU,ADU,1,0,27,41,A. Tolentino,2,jump shot,2018.10.07,SAC,2
3715,FEU,ADU,0,57,50,9,H. Cani,3,jump shot,2018.10.07,SAC,0
3716,FEU,ADU,1,-29,20,8,B. Ebona,2,jump shot,2018.10.07,SAC,2
3717,FEU,ADU,1,5,8,9,H. Cani,2,jump shot,2018.10.07,SAC,2
3718,FEU,ADU,1,-8,10,9,H. Cani,2,lay up,2018.10.07,SAC,2
3719,FEU,ADU,1,9,21,10,W. Comboy,2,jump shot,2018.10.07,SAC,2
3720,FEU,ADU,1,23,21,21,R. Escoto,2,jump shot,2018.10.07,SAC,2
3721,FEU,ADU,1,-1,45,10,W. Comboy,2,jump shot,2018.10.07,SAC,2
3722,FEU,ADU,0,-68,-3,20,K. Tuffin,3,jump shot,2018.10.07,SAC,0
3723,FEU,ADU,0,-55,37,21,R. Escoto,2,jump shot,2018.10.07,SAC,0
3724,FEU,ADU,1,13,59,10,W. Comboy,2,jump shot,2018.10.07,SAC,2
3725,FEU,ADU,0,-61,19,21,R. Escoto,2,jump shot,2018.10.07,SAC,0
3726,FEU,ADU,0,12,25,3,J. Parker,2,jump shot,2018.10.07,SAC,0
3727,FEU,ADU,1,-53,47,3,J. Parker,3,jump shot,2018.10.07,SAC,3
3728,FEU,ADU,1,20,5,13,L. Gonzales,2,jump shot,2018.10.07,SAC,2
3729,FEU,ADU,1,-5,13,41,A. Tolentino,2,jump shot,2018.10.07,SAC,2
3730,FEU,ADU,1,13,69,41,A. Tolentino,3,jump shot,2018.10.07,SAC,3
3731,FEU,ADU,0,-8,7,13,L. Gonzales,2,jump shot,2018.10.07,SAC,0
3732,FEU,ADU,1,9,7,17,P. Orizu,2,jump shot,2018.10.07,SAC,2
3733,FEU,ADU,0,-5,34,13,L. Gonzales,2,jump shot,2018.10.07,SAC,0
3734,FEU,ADU,1,58,49,9,H. Cani,3,jump shot,2018.10.07,SAC,3
3735,FEU,ADU,0,43,24,13,L. Gonzales,2,jump shot,2018.10.07,SAC,0
3736,FEU,ADU,0,51,54,10,W. Comboy,3,jump shot,2018.10.07,SAC,0
3737,FEU,ADU,1,32,24,9,H. Cani,2,jump shot,2018.10.07,SAC,2
3738,FEU,ADU,0,58,50,41,A. Tolentino,3,jump shot,2018.10.07,SAC,0
3739,FEU,ADU,0,13,17,41,A. Tolentino,2,jump shot,2018.10.07,SAC,0
3740,FEU,ADU,1,0,2,17,P. Orizu,2,tip in,2018.10.07,SAC,2
3741,FEU,ADU,0,8,38,41,A. Tolentino,2,jump shot,2018.10.07,SAC,0
3742,FEU,ADU,0,-19,80,10,W. Comboy,3,jump shot,2018.10.07,SAC,0
3743,FEU,ADU,1,26,11,41,A. Tolentino,2,jump shot,2018.10.07,SAC,2
3744,FEU,ADU,1,30,16,41,A. Tolentino,2,jump shot,2018.10.07,SAC,2
3745,FEU,ADU,0,-22,49,9,H. Cani,2,jump shot,2018.10.07,SAC,0
3746,FEU,ADU,0,43,45,9,H. Cani,2,jump shot,2018.10.07,SAC,0
3747,FEU,ADU,0,-70,4,10,W. Comboy,3,jump shot,2018.10.07,SAC,0
3748,FEU,ADU,1,19,37,10,W. Comboy,2,jump shot,2018.10.07,SAC,2
3749,FEU,ADU,0,-37,35,13,L. Gonzales,2,jump shot,2018.10.07,SAC,0
3750,FEU,ADU,0,38,63,10,W. Comboy,3,jump shot,2018.10.07,SAC,0
3751,FEU,ADU,1,-9,6,21,R. Escoto,2,jump shot,2018.10.07,SAC,2
3752,FEU,ADU,0,50,110,9,H. Cani,3,jump shot,2018.10.07,SAC,0
3753,FEU,ADU,0,30,24,21,R. Escoto,2,jump shot,2018.10.07,SAC,0
3754,FEU,ADU,0,-38,42,3,J. Parker,2,jump shot,2018.10.07,SAC,0
3755,FEU,ADU,1,-42,34,9,H. Cani,2,jump shot,2018.10.07,SAC,2
3756,FEU,ADU,0,-28,7,9,H. Cani,2,jump shot,2018.10.07,SAC,0
3757,FEU,ADU,0,-12,7,10,W. Comboy,2,jump shot,2018.10.07,SAC,0
3758,FEU,ADU,0,-31,29,9,H. Cani,2,jump shot,2018.10.07,SAC,0
3759,FEU,ADU,1,14,15,8,B. Ebona,2,lay up,2018.10.07,SAC,2
3760,UST,FEU,1,-9,21,6,M. Lee,2,lay up,2018.10.14,MOA,2
3761,UST,FEU,1,33,15,13,Z. Huang,2,jump shot,2018.10.14,MOA,2
3762,UST,FEU,1,-48,54,27,C. Cansino,3,jump shot,2018.10.14,MOA,3
3763,UST,FEU,0,20,36,11,E. Caunan,2,jump shot,2018.10.14,MOA,0
3764,UST,FEU,0,-53,44,8,K. Zamora,3,jump shot,2018.10.14,MOA,0
3765,UST,FEU,0,69,14,8,K. Zamora,3,jump shot,2018.10.14,MOA,0
3766,UST,FEU,0,-71,4,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3767,UST,FEU,1,-3,8,16,N. Consejo,2,jump shot,2018.10.14,MOA,2
3768,UST,FEU,1,-44,-2,26,G. Mahinay,2,jump shot,2018.10.14,MOA,2
3769,UST,FEU,1,28,2,4,M. Bonleon,2,jump shot,2018.10.14,MOA,2
3770,UST,FEU,0,38,7,26,G. Mahinay,2,jump shot,2018.10.14,MOA,0
3771,UST,FEU,1,12,10,7,J. Marcos,2,jump shot,2018.10.14,MOA,2
3772,UST,FEU,0,32,13,4,M. Bonleon,2,jump shot,2018.10.14,MOA,0
3773,UST,FEU,0,-40,19,26,G. Mahinay,2,jump shot,2018.10.14,MOA,0
3774,UST,FEU,1,36,63,5,R. Subido,3,jump shot,2018.10.14,MOA,3
3775,UST,FEU,1,48,58,2,I. Batalier,3,jump shot,2018.10.14,MOA,3
3776,UST,FEU,0,59,39,5,R. Subido,3,jump shot,2018.10.14,MOA,0
3777,UST,FEU,0,-38,37,5,R. Subido,2,jump shot,2018.10.14,MOA,0
3778,UST,FEU,0,-15,10,26,G. Mahinay,2,jump shot,2018.10.14,MOA,0
3779,UST,FEU,0,32,36,2,I. Batalier,2,jump shot,2018.10.14,MOA,0
3780,UST,FEU,0,-68,14,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3781,UST,FEU,1,35,15,6,M. Lee,2,jump shot,2018.10.14,MOA,2
3782,UST,FEU,0,-32,67,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3783,UST,FEU,0,23,4,11,E. Caunan,2,jump shot,2018.10.14,MOA,0
3784,UST,FEU,0,14,44,11,E. Caunan,2,jump shot,2018.10.14,MOA,0
3785,UST,FEU,1,-21,2,6,M. Lee,2,jump shot,2018.10.14,MOA,2
3786,UST,FEU,0,-33,9,11,E. Caunan,2,jump shot,2018.10.14,MOA,0
3787,UST,FEU,0,60,46,8,K. Zamora,3,jump shot,2018.10.14,MOA,0
3788,UST,FEU,0,55,57,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3789,UST,FEU,0,64,32,5,R. Subido,3,jump shot,2018.10.14,MOA,0
3790,UST,FEU,0,45,59,8,K. Zamora,3,jump shot,2018.10.14,MOA,0
3791,UST,FEU,0,-18,35,13,Z. Huang,2,jump shot,2018.10.14,MOA,0
3792,UST,FEU,0,44,20,13,Z. Huang,2,jump shot,2018.10.14,MOA,0
3793,UST,FEU,0,29,83,27,C. Cansino,3,jump shot,2018.10.14,MOA,0
3794,UST,FEU,0,-50,59,8,K. Zamora,3,jump shot,2018.10.14,MOA,0
3795,UST,FEU,0,-62,40,27,C. Cansino,3,jump shot,2018.10.14,MOA,0
3796,UST,FEU,1,54,50,5,R. Subido,3,jump shot,2018.10.14,MOA,3
3797,UST,FEU,0,-54,46,5,R. Subido,3,jump shot,2018.10.14,MOA,0
3798,UST,FEU,1,-16,10,13,Z. Huang,2,jump shot,2018.10.14,MOA,2
3799,UST,FEU,1,-33,39,6,M. Lee,2,jump shot,2018.10.14,MOA,2
3800,UST,FEU,0,-52,51,5,R. Subido,3,jump shot,2018.10.14,MOA,0
3801,UST,FEU,1,-25,10,27,C. Cansino,2,jump shot,2018.10.14,MOA,2
3802,UST,FEU,0,65,33,27,C. Cansino,3,jump shot,2018.10.14,MOA,0
3803,UST,FEU,0,-40,70,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3804,UST,FEU,0,68,11,27,C. Cansino,3,jump shot,2018.10.14,MOA,0
3805,UST,FEU,0,-62,33,4,M. Bonleon,3,jump shot,2018.10.14,MOA,0
3806,UST,FEU,0,-24,3,2,I. Batalier,2,jump shot,2018.10.14,MOA,0
3807,UST,FEU,0,61,44,5,R. Subido,3,jump shot,2018.10.14,MOA,0
3808,UST,FEU,1,-23,0,26,G. Mahinay,2,jump shot,2018.10.14,MOA,2
3809,UST,FEU,1,-68,17,6,M. Lee,3,jump shot,2018.10.14,MOA,3
3810,UST,FEU,1,-55,49,6,M. Lee,3,jump shot,2018.10.14,MOA,3
3811,UST,FEU,0,29,69,2,I. Batalier,3,jump shot,2018.10.14,MOA,0
3812,UST,FEU,0,38,22,5,R. Subido,2,jump shot,2018.10.14,MOA,0
3813,UST,FEU,1,-12,15,13,Z. Huang,2,jump shot,2018.10.14,MOA,2
3814,UST,FEU,0,29,52,13,Z. Huang,2,jump shot,2018.10.14,MOA,0
3815,UST,FEU,1,70,27,5,R. Subido,3,jump shot,2018.10.14,MOA,3
3816,UST,FEU,1,-11,6,26,G. Mahinay,2,jump shot,2018.10.14,MOA,2
3817,UST,FEU,0,-41,83,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3818,UST,FEU,1,-4,53,13,Z. Huang,2,jump shot,2018.10.14,MOA,2
3819,UST,FEU,1,9,31,13,Z. Huang,2,jump shot,2018.10.14,MOA,2
3820,UST,FEU,1,-30,24,26,G. Mahinay,2,jump shot,2018.10.14,MOA,2
3821,UST,FEU,0,41,99,6,M. Lee,3,jump shot,2018.10.14,MOA,0
3822,UST,FEU,1,-13,33,5,R. Subido,2,jump shot,2018.10.14,MOA,2
3823,FEU,UST,0,35,14,2,A. Stockton,2,jump shot,2018.10.14,MOA,0
3824,FEU,UST,1,8,4,17,P. Orizu,2,jump shot,2018.10.14,MOA,2
3825,FEU,UST,0,40,49,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3826,FEU,UST,1,16,3,17,P. Orizu,2,jump shot,2018.10.14,MOA,2
3827,FEU,UST,1,9,13,21,R. Escoto,2,jump shot,2018.10.14,MOA,2
3828,FEU,UST,0,52,27,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3829,FEU,UST,0,69,7,10,W. Comboy,3,jump shot,2018.10.14,MOA,0
3830,FEU,UST,0,19,10,2,A. Stockton,2,jump shot,2018.10.14,MOA,0
3831,FEU,UST,1,-11,3,17,P. Orizu,2,dunk,2018.10.14,MOA,2
3832,FEU,UST,1,-34,35,21,R. Escoto,2,jump shot,2018.10.14,MOA,2
3833,FEU,UST,0,-49,54,10,W. Comboy,3,jump shot,2018.10.14,MOA,0
3834,FEU,UST,0,23,18,41,A. Tolentino,2,jump shot,2018.10.14,MOA,0
3835,FEU,UST,1,9,13,17,P. Orizu,2,jump shot,2018.10.14,MOA,2
3836,FEU,UST,0,19,60,9,H. Cani,2,jump shot,2018.10.14,MOA,0
3837,FEU,UST,0,-33,47,9,H. Cani,2,jump shot,2018.10.14,MOA,0
3838,FEU,UST,1,28,7,8,B. Ebona,2,jump shot,2018.10.14,MOA,2
3839,FEU,UST,1,-23,33,0,K. Bayquin,2,jump shot,2018.10.14,MOA,2
3840,FEU,UST,0,23,8,9,H. Cani,2,jump shot,2018.10.14,MOA,0
3841,FEU,UST,1,-15,18,8,B. Ebona,2,jump shot,2018.10.14,MOA,2
3842,FEU,UST,0,15,74,0,K. Bayquin,3,jump shot,2018.10.14,MOA,0
3843,FEU,UST,0,-44,52,13,L. Gonzales,2,jump shot,2018.10.14,MOA,0
3844,FEU,UST,0,54,53,41,A. Tolentino,3,jump shot,2018.10.14,MOA,0
3845,FEU,UST,0,-15,5,0,K. Bayquin,2,jump shot,2018.10.14,MOA,0
3846,FEU,UST,0,-22,12,13,L. Gonzales,2,jump shot,2018.10.14,MOA,0
3847,FEU,UST,0,-10,28,10,W. Comboy,2,jump shot,2018.10.14,MOA,0
3848,FEU,UST,0,31,22,0,K. Bayquin,2,jump shot,2018.10.14,MOA,0
3849,FEU,UST,0,-3,35,10,W. Comboy,2,jump shot,2018.10.14,MOA,0
3850,FEU,UST,0,-52,17,10,W. Comboy,2,jump shot,2018.10.14,MOA,0
3851,FEU,UST,0,21,9,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3852,FEU,UST,0,-13,23,21,R. Escoto,2,jump shot,2018.10.14,MOA,0
3853,FEU,UST,0,-13,20,17,P. Orizu,2,jump shot,2018.10.14,MOA,0
3854,FEU,UST,0,-1,12,21,R. Escoto,2,jump shot,2018.10.14,MOA,0
3855,FEU,UST,0,15,10,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3856,FEU,UST,0,10,22,17,P. Orizu,2,jump shot,2018.10.14,MOA,0
3857,FEU,UST,1,-15,17,21,R. Escoto,2,jump shot,2018.10.14,MOA,2
3858,FEU,UST,1,-11,10,3,J. Parker,2,jump shot,2018.10.14,MOA,2
3859,FEU,UST,1,-20,2,8,B. Ebona,2,lay up,2018.10.14,MOA,2
3860,FEU,UST,0,-2,23,9,H. Cani,2,jump shot,2018.10.14,MOA,0
3861,FEU,UST,1,0,5,2,A. Stockton,2,jump shot,2018.10.14,MOA,2
3862,FEU,UST,1,3,15,2,A. Stockton,2,jump shot,2018.10.14,MOA,2
3863,FEU,UST,1,-31,11,2,A. Stockton,2,jump shot,2018.10.14,MOA,2
3864,FEU,UST,1,-13,12,13,L. Gonzales,2,lay up,2018.10.14,MOA,2
3865,FEU,UST,1,12,12,21,R. Escoto,2,jump shot,2018.10.14,MOA,2
3866,FEU,UST,0,-16,3,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3867,FEU,UST,0,-67,0,10,W. Comboy,3,jump shot,2018.10.14,MOA,0
3868,FEU,UST,0,50,44,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3869,FEU,UST,0,22,22,17,P. Orizu,2,jump shot,2018.10.14,MOA,0
3870,FEU,UST,1,13,5,21,R. Escoto,2,jump shot,2018.10.14,MOA,2
3871,FEU,UST,0,-28,9,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3872,FEU,UST,0,61,38,10,W. Comboy,3,jump shot,2018.10.14,MOA,0
3873,FEU,UST,1,-7,6,21,R. Escoto,2,jump shot,2018.10.14,MOA,2
3874,FEU,UST,1,36,8,9,H. Cani,2,jump shot,2018.10.14,MOA,2
3875,FEU,UST,1,-21,11,9,H. Cani,2,jump shot,2018.10.14,MOA,2
3876,FEU,UST,0,0,11,5,A. Inigo,2,jump shot,2018.10.14,MOA,0
3877,FEU,UST,0,-60,56,9,H. Cani,3,jump shot,2018.10.14,MOA,0
3878,FEU,UST,1,38,49,5,A. Inigo,2,jump shot,2018.10.14,MOA,2
3879,FEU,UST,0,35,67,13,L. Gonzales,3,jump shot,2018.10.14,MOA,0
3880,FEU,UST,1,9,5,13,L. Gonzales,2,lay up,2018.10.14,MOA,2
3881,FEU,UST,0,-27,28,5,A. Inigo,2,jump shot,2018.10.14,MOA,0
3882,FEU,UST,0,-15,11,21,R. Escoto,2,jump shot,2018.10.14,MOA,0
3883,FEU,UST,1,0,40,10,W. Comboy,2,jump shot,2018.10.14,MOA,2
3884,FEU,UST,0,34,25,13,L. Gonzales,2,jump shot,2018.10.14,MOA,0
3885,FEU,UST,0,-22,10,21,R. Escoto,2,jump shot,2018.10.14,MOA,0
3886,FEU,UST,0,23,12,8,B. Ebona,2,jump shot,2018.10.14,MOA,0
3887,FEU,UST,0,-47,58,10,W. Comboy,3,jump shot,2018.10.14,MOA,0
3888,FEU,UST,0,23,25,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3889,FEU,UST,0,49,27,3,J. Parker,2,jump shot,2018.10.14,MOA,0
3890,FEU,UST,1,-37,69,41,A. Tolentino,3,jump shot,2018.10.14,MOA,3
3891,FEU,UST,1,-4,76,41,A. Tolentino,3,jump shot,2018.10.14,MOA,3
3892,FEU,UST,1,0,22,41,A. Tolentino,2,jump shot,2018.10.14,MOA,2
3893,FEU,UST,0,51,67,41,A. Tolentino,3,jump shot,2018.10.14,MOA,0
3894,FEU,UST,1,-13,8,9,H. Cani,2,jump shot,2018.10.14,MOA,2
3895,FEU,UST,0,43,36,10,W. Comboy,2,jump shot,2018.10.14,MOA,0
3896,FEU,UST,0,7,15,13,L. Gonzales,2,jump shot,2018.10.14,MOA,0
3897,FEU,UST,1,41,64,10,W. Comboy,3,jump shot,2018.10.14,MOA,3
3898,FEU,UST,1,21,7,13,L. Gonzales,2,lay up,2018.10.14,MOA,2
3899,FEU,UST,0,-53,49,13,L. Gonzales,3,jump shot,2018.10.14,MOA,0
3900,ADMU,UP,0,11,22,34,A. Kouame,2,jump shot,2018.10.14,MOA,0
3901,ADMU,UP,0,-7,14,34,A. Kouame,2,jump shot,2018.10.14,MOA,0
3902,ADMU,UP,0,43,61,0,T. Ravena,3,jump shot,2018.10.14,MOA,0
3903,ADMU,UP,0,-21,18,4,A. Asistio,2,jump shot,2018.10.14,MOA,0
3904,ADMU,UP,0,54,50,19,T. Tio,3,jump shot,2018.10.14,MOA,0
3905,ADMU,UP,0,39,17,34,A. Kouame,2,jump shot,2018.10.14,MOA,0
3906,ADMU,UP,0,30,24,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3907,ADMU,UP,1,19,2,34,A. Kouame,2,jump shot,2018.10.14,MOA,2
3908,ADMU,UP,0,4,20,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3909,ADMU,UP,0,-32,8,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3910,ADMU,UP,0,-14,5,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3911,ADMU,UP,1,15,12,0,T. Ravena,2,lay up,2018.10.14,MOA,2
3912,ADMU,UP,0,33,9,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3913,ADMU,UP,0,-17,71,4,A. Asistio,3,jump shot,2018.10.14,MOA,0
3914,ADMU,UP,1,47,54,22,R. Verano,3,jump shot,2018.10.14,MOA,3
3915,ADMU,UP,0,23,63,22,R. Verano,2,jump shot,2018.10.14,MOA,0
3916,ADMU,UP,1,59,46,19,T. Tio,3,jump shot,2018.10.14,MOA,3
3917,ADMU,UP,1,-17,5,0,T. Ravena,2,jump shot,2018.10.14,MOA,2
3918,ADMU,UP,0,58,42,27,S. Belangel,3,jump shot,2018.10.14,MOA,0
3919,ADMU,UP,0,-8,29,22,R. Verano,2,jump shot,2018.10.14,MOA,0
3920,ADMU,UP,1,-30,47,27,S. Belangel,2,jump shot,2018.10.14,MOA,2
3921,ADMU,UP,1,-2,20,22,R. Verano,2,lay up,2018.10.14,MOA,2
3922,ADMU,UP,0,-28,40,13,W. Navarro,2,jump shot,2018.10.14,MOA,0
3923,ADMU,UP,1,-43,13,27,S. Belangel,2,jump shot,2018.10.14,MOA,2
3924,ADMU,UP,0,-11,19,27,S. Belangel,2,jump shot,2018.10.14,MOA,0
3925,ADMU,UP,1,14,13,5,G. Mamuyac,2,lay up,2018.10.14,MOA,2
3926,ADMU,UP,1,47,59,5,G. Mamuyac,3,jump shot,2018.10.14,MOA,3
3927,ADMU,UP,0,0,48,11,I. Go,2,jump shot,2018.10.14,MOA,0
3928,ADMU,UP,1,8,7,19,T. Tio,2,lay up,2018.10.14,MOA,2
3929,ADMU,UP,0,-36,22,22,R. Verano,2,jump shot,2018.10.14,MOA,0
3930,ADMU,UP,0,-49,9,4,A. Asistio,2,jump shot,2018.10.14,MOA,0
3931,ADMU,UP,1,-26,20,22,R. Verano,2,jump shot,2018.10.14,MOA,2
3932,ADMU,UP,1,-1,18,0,T. Ravena,2,jump shot,2018.10.14,MOA,2
3933,ADMU,UP,1,6,13,19,T. Tio,2,lay up,2018.10.14,MOA,2
3934,ADMU,UP,0,-14,61,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3935,ADMU,UP,1,17,51,10,J. Mendoza,2,jump shot,2018.10.14,MOA,2
3936,ADMU,UP,0,-10,8,13,W. Navarro,2,jump shot,2018.10.14,MOA,0
3937,ADMU,UP,0,-50,60,13,W. Navarro,3,jump shot,2018.10.14,MOA,0
3938,ADMU,UP,0,21,13,22,R. Verano,2,jump shot,2018.10.14,MOA,0
3939,ADMU,UP,1,15,14,19,T. Tio,2,jump shot,2018.10.14,MOA,2
3940,ADMU,UP,0,-26,14,19,T. Tio,2,jump shot,2018.10.14,MOA,0
3941,ADMU,UP,1,-15,11,4,A. Asistio,2,jump shot,2018.10.14,MOA,2
3942,ADMU,UP,1,-7,8,0,T. Ravena,2,lay up,2018.10.14,MOA,2
3943,ADMU,UP,0,65,29,22,R. Verano,3,jump shot,2018.10.14,MOA,0
3944,ADMU,UP,1,-38,63,4,A. Asistio,3,jump shot,2018.10.14,MOA,3
3945,ADMU,UP,0,-31,68,34,A. Kouame,3,jump shot,2018.10.14,MOA,0
3946,ADMU,UP,0,16,80,34,A. Kouame,3,jump shot,2018.10.14,MOA,0
3947,ADMU,UP,1,-6,18,22,R. Verano,2,jump shot,2018.10.14,MOA,2
3948,ADMU,UP,1,-57,51,10,J. Mendoza,3,jump shot,2018.10.14,MOA,3
3949,ADMU,UP,0,55,56,10,J. Mendoza,3,jump shot,2018.10.14,MOA,0
3950,ADMU,UP,0,-11,118,0,T. Ravena,3,jump shot,2018.10.14,MOA,0
3951,ADMU,UP,1,-29,6,0,T. Ravena,2,jump shot,2018.10.14,MOA,2
3952,ADMU,UP,0,-15,27,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3953,ADMU,UP,1,-17,23,0,T. Ravena,2,jump shot,2018.10.14,MOA,2
3954,ADMU,UP,1,62,32,10,J. Mendoza,3,jump shot,2018.10.14,MOA,3
3955,ADMU,UP,0,-14,79,11,I. Go,3,jump shot,2018.10.14,MOA,0
3956,ADMU,UP,0,-23,18,10,J. Mendoza,2,jump shot,2018.10.14,MOA,0
3957,ADMU,UP,1,0,1,11,I. Go,2,tip in,2018.10.14,MOA,2
3958,ADMU,UP,0,-28,45,0,T. Ravena,2,jump shot,2018.10.14,MOA,0
3959,ADMU,UP,0,48,33,34,A. Kouame,2,jump shot,2018.10.14,MOA,0
3960,ADMU,UP,1,13,14,34,A. Kouame,2,dunk,2018.10.14,MOA,2
3961,ADMU,UP,0,16,56,19,T. Tio,2,jump shot,2018.10.14,MOA,0
3962,ADMU,UP,1,0,1,0,T. Ravena,2,tip in,2018.10.14,MOA,2
3963,ADMU,UP,0,44,60,19,T. Tio,3,jump shot,2018.10.14,MOA,0
3964,ADMU,UP,1,0,1,34,A. Kouame,2,tip in,2018.10.14,MOA,2
3965,ADMU,UP,0,16,21,4,A. Asistio,2,jump shot,2018.10.14,MOA,0
